Original,Name,Vorname,Titel,Sonstiges,Name Vorname
"Kremer-Kerz, Ottilie",Kremer-Kerz,Ottilie,,,Kremer-Kerz Ottilie
"Kremnitz, Frau Mite",Kremnitz,Mite,Frau,,Kremnitz Mite
"Krempe, Ida",Krempe,Ida,,,Krempe Ida
"Krempe, Ida",Krempe,Ida,,,Krempe Ida
"Krenn, Frl. Violetta",Krenn,Violetta,Frl.,,Krenn Violetta
"Kresse, Frau Jenny",Kresse,Jenny,Frau,,Kresse Jenny
"Kressla, Louise",Kressla,Louise,,,Kressla Louise
"Kretschmann, Lily",Kretschmann,Lily,,,Kretschmann Lily
"Kretschmer, Elisabeth",Kretschmer,Elisabeth,,,Kretschmer Elisabeth
"Kreusler, Frau Dr. Emma",Kreusler,Emma,Dr. Frau,,Kreusler Emma
"Kreuth, Charlotte",Kreuth,Charlotte,,,Kreuth Charlotte
"Krickeberg, Frau Elisabeth",Krickeberg,Elisabeth,Frau,,Krickeberg Elisabeth
"Krickeberg, Friederike",Krickeberg,Friederike,,,Krickeberg Friederike
"Krieg, Frau Hauptmann Luise",Krieg,Luise,Frau Hauptmann,,Krieg Luise
"Krieger, Charlotte",Krieger,Charlotte,,,Krieger Charlotte
"Kriesch, Auguste",Kriesch,Auguste,,,Kriesch Auguste
"Kriesche, Frau Alma",Kriesche,Alma,Frau,,Kriesche Alma
"Kröber, Caroline",Kröber,Caroline,,,Kröber Caroline
"Krohn, Camilla",Krohn,Camilla,,,Krohn Camilla
"Kronburg, Ella von",Kronburg,Ella,,von,Kronburg Ella
"Krone, Marie",Krone,Marie,,,Krone Marie
"Krones, Therese",Krones,Therese,,,Krones Therese
"Kronoff, Frida v",Kronoff,Frida,,v,Kronoff Frida
"Kronoff, Frida v. Tausendschön",Kronoff,Frida,,v. Tausendschön,Kronoff Frida
"Krosigk, Ernestine von",Krosigk,Ernestine,,von,Krosigk Ernestine
"Krüdener, Juliane von",Krüdener,Juliane,,von,Krüdener Juliane
"Krug, Anna",Krug,Anna,,,Krug Anna
"Krug, Charlotte",Krug,Charlotte,,,Krug Charlotte
"Krug, Frau Maria",Krug,Maria,Frau,,Krug Maria
"Krüger, Elise",Krüger,Elise,,,Krüger Elise
"Krüger, Helene",Krüger,Helene,,,Krüger Helene
"Krüger, Helene",Krüger,Helene,,,Krüger Helene
"Kruhöffer, Frl. Clara",Kruhöffer,Clara,Frl.,,Kruhöffer Clara
"Krukenberg, Elisabeth",Krukenberg,Elisabeth,,,Krukenberg Elisabeth
"Krummacher, Frl. Maria",Krummacher,Maria,Frl.,,Krummacher Maria
"Ktênas, Sarah",Ktênas,Sarah,,,Ktênas Sarah
"Kübeck, Blanche v",Kübeck,Blanche,,v,Kübeck Blanche
"Kubin, Josephine",Kubin,Josephine,,,Kubin Josephine
"Kubinzky, Ottilie v",Kubinzky,Ottilie,,v,Kubinzky Ottilie
"Kübler, Anna",Kübler,Anna,,,Kübler Anna
"Kübler, Louise",Kübler,Louise,,,Kübler Louise
"Kübler, Marie Susanne",Kübler,Marie Susanne,,,Kübler Marie Susanne
"Küche, Thüringer",Küche,Thüringer,,,Küche Thüringer
"Kudriaffsky, Eufemia von",Kudriaffsky,Eufemia,,von,Kudriaffsky Eufemia
"Kuenburg-Stolberg, Gräfin Bertha",Kuenburg-Stolberg,Bertha,Gräfin,,Kuenburg-Stolberg Bertha
"Küffer, Anna",Küffer,Anna,,,Küffer Anna
"Kugler, Louise",Kugler,Louise,,,Kugler Louise
"Kuhn, Henriette Friederike",Kuhn,Friederike Henriette,,,Kuhn Friederike Henriette
"Kühn, Auguste",Kühn,Auguste,,,Kühn Auguste
"Kühn, Louise Valerie",Kühn,Valerie Louise,,,Kühn Valerie Louise
"Kühne, Elisabeth",Kühne,Elisabeth,,,Kühne Elisabeth
"Kühne-Harkort, Henriette",Kühne-Harkort,Henriette,,,Kühne-Harkort Henriette
"Kühne, Frau Julie",Kühne,Julie,Frau,,Kühne Julie
"Kühne, Käthe",Kühne,Käthe,,,Kühne Käthe
"Kühner, Ps. E. Averdieck",Kühner,Ps. E. Averdieck,,,Kühner Ps. E. Averdieck
"Kuhnow, Frl. Dr. med. Anna",Kuhnow,Anna med.,Dr. Frl.,,Kuhnow Anna med.
"Kulmann, Elisabeth",Kulmann,Elisabeth,,,Kulmann Elisabeth
"Kümicher, Caroline",Kümicher,Caroline,,,Kümicher Caroline
"Kummer, Luise v",Kummer,Luise,,v,Kummer Luise
"Kumming, Aurelie",Kumming,Aurelie,,,Kumming Aurelie
"Kumpa, Luise",Kumpa,Luise,,,Kumpa Luise
"Kunda, Georg von",Kunda,Georg,,von,Kunda Georg
"Kunhardt, Frau Wwe. J",Kunhardt,Wwe. J,Frau,,Kunhardt Wwe. J
"Künsberg, Sophie Freiin von",Künsberg,Sophie,Freiin,von,Künsberg Sophie
"Kuntze, Henriette",Kuntze,Henriette,,,Kuntze Henriette
"Kuntzsch, Margareta Susanna v",Kuntzsch,Margareta Susanna,,v,Kuntzsch Margareta Susanna
"Kunz, Therese",Kunz,Therese,,,Kunz Therese
"Kupfer, Frau Marie",Kupfer,Marie,Frau,,Kupfer Marie
"Kurella, Frau Marie",Kurella,Marie,Frau,,Kurella Marie
"Kurs, Alice",Kurs,Alice,,,Kurs Alice
"Kurs, Auguste",Kurs,Auguste,,,Kurs Auguste
"Kurs, Auguste",Kurs,Auguste,,,Kurs Auguste
"Kurth, Lehr. L",Kurth,Lehr. L,,,Kurth Lehr. L
"Kurz, Frl. Isolde",Kurz,Isolde,Frl.,,Kurz Isolde
"Kurz, Marie",Kurz,Marie,,,Kurz Marie
"Kurzrock, Therese Freiin von",Kurzrock,Therese,Freiin,von,Kurzrock Therese
"Kuss, Johanna",Kuss,Johanna,,,Kuss Johanna
"Küster, Alice",Küster,Alice,,,Küster Alice
"Küster, Theodor",Küster,Theodor,,,Küster Theodor
"Kutscha-Lissberg, Frl. Ida von",Kutscha-Lissberg,Ida,Frl.,von,Kutscha-Lissberg Ida
"Kutschmann, Marie",Kutschmann,Marie,,,Kutschmann Marie
"Kutzner, Frau Lilly",Kutzner,Lilly,Frau,,Kutzner Lilly
"Kux, Frau Auguste",Kux,Auguste,Frau,,Kux Auguste
"Kux, Lina",Kux,Lina,,,Kux Lina
"Kviatkovska, Josephine von",Kviatkovska,Josephine,,von,Kviatkovska Josephine
"Kwaysser, Frl. Marie",Kwaysser,Marie,Frl.,,Kwaysser Marie
"Kym, Frl. Hedwig",Kym,Hedwig,Frl.,,Kym Hedwig
"Kyn, S",Kyn,S,,,Kyn S
"Laar, Clara",Laar,Clara,,,Laar Clara
"Lachmann, Anna",Lachmann,Anna,,,Lachmann Anna
"Lachmann, Hedwig",Lachmann,Hedwig,,,Lachmann Hedwig
"Lackemann, Adelheid Rosalie",Lackemann,Rosalie Adelheid,,,Lackemann Rosalie Adelheid
"Lacroma, Paul Maria",Lacroma,Paul Maria,,,Lacroma Paul Maria
"Laddey, Emma",Laddey,Emma,,,Laddey Emma
"Laferme, E",Laferme,E,,,Laferme E
"Lagarde, Anna de",Lagarde,de Anna,,,Lagarde de Anna
"Lage, Bertha von der",Lage,der Bertha,,von,Lage der Bertha
"Lagerström, Angelica v",Lagerström,Angelica,,v,Lagerström Angelica
"Lagler, Henriette",Lagler,Henriette,,,Lagler Henriette
Lalla Rukh,Lalla Rukh,,,,Lalla Rukh 
La Mara,La Mara,,,,La Mara 
La Mara,La Mara,,,,La Mara 
"Lamare, O",Lamare,O,,,Lamare O
"Lambert, Jenny",Lambert,Jenny,,,Lambert Jenny
"Lambrecht, Caroline",Lambrecht,Caroline,,,Lambrecht Caroline
"Lammers, Frl. Mathilde",Lammers,Mathilde,Frl.,,Lammers Mathilde
"Lammers, Mathilde",Lammers,Mathilde,,,Lammers Mathilde
"Lamp, Elisabeth",Lamp,Elisabeth,,,Lamp Elisabeth
"Lampe, Frau H. v",Lampe,H.,Frau,v,Lampe H.
"Lancken, Bertha Sara von der",Lancken,Sara Bertha,,von der,Lancken Sara Bertha
"Lancken, Berthold von der",Lancken,Berthold,,von der,Lancken Berthold
"Landau, Frau Liese",Landau,Liese,Frau,,Landau Liese
"Landau, Rosa",Landau,Rosa,,,Landau Rosa
"Landé, Frau Dora",Landé,Dora,Frau,,Landé Dora
"Landen, Elisabeth",Landen,Elisabeth,,,Landen Elisabeth
"Landesberger, Malvine",Landesberger,Malvine,,,Landesberger Malvine
"Landmann, Frl. Marie",Landmann,Marie,Frl.,,Landmann Marie
"Landsberg, Herrad von",Landsberg,Herrad,,von,Landsberg Herrad
"Landsberg, Toni",Landsberg,Toni,,,Landsberg Toni
"Landskorn, Frau Marie",Landskorn,Marie,Frau,,Landskorn Marie
"Landy, Alma v",Landy,Alma,,v,Landy Alma
"Lang-Anton, Frau Helene",Lang-Anton,Helene,Frau,,Lang-Anton Helene
"Lang, Katharine",Lang,Katharine,,,Lang Katharine
"Lang, Ottilie und Karl Lang",Lang,Karl Lang Ottilie und,,,Lang Karl Lang Ottilie und
"Langbein, Frl. Johanna",Langbein,Johanna,Frl.,,Langbein Johanna
"Lange, Frl. Helene",Lange,Helene,Frl.,,Lange Helene
"Lange, Helene",Lange,Helene,,,Lange Helene
"Lange, Frau Hildegard",Lange,Hildegard,Frau,,Lange Hildegard
"Lange, Mathilde",Lange,Mathilde,,,Lange Mathilde
"Lange, Frau Valerie",Lange,Valerie,Frau,,Lange Valerie
"Langeland, Elisa Friederike v",Langeland,Elisa Friederike,,v,Langeland Elisa Friederike
"Langelütke, Auguste u. Johanna Doerenberger",Langelütke,Auguste u. Doerenberger Johanna,,,Langelütke Auguste u. Doerenberger Johanna
"Langen, Magdalene v",Langen,Magdalene,,v,Langen Magdalene
"Langen, Magdalene v",Langen,Magdalene,,v,Langen Magdalene
"Langenau, Baronin",Langenau,,Baronin,,Langenau 
"Langfeldt, Margarete",Langfeldt,Margarete,,,Langfeldt Margarete
"Langin, Barbara Helena",Langin,Barbara Helena,,,Langin Barbara Helena
"Langk, E",Langk,E,,,Langk E
"Langkammer, Frau Margarethe",Langkammer,Margarethe,Frau,,Langkammer Margarethe
"Langsch, C. Cäcilie",Langsch,C. Cäcilie,,,Langsch C. Cäcilie
"Langsdorff, Marie",Langsdorff,Marie,,,Langsdorff Marie
"Lankau, Frl. Johanna Marie",Lankau,Johanna Marie,Frl.,,Lankau Johanna Marie
"Lanna-Schmidt, Frau Amélie Charlotte",Lanna-Schmidt,Charlotte Amélie,Frau,,Lanna-Schmidt Charlotte Amélie
"Lantzius-Beninga, Frl. Helene",Lantzius-Beninga,Helene,Frl.,,Lantzius-Beninga Helene
"Larché, Frl. Valerie",Larché,Valerie,Frl.,,Larché Valerie
"Laris, Paula",Laris,Paula,,,Laris Paula
"La Roche, Marie Sophie",La Roche,Marie Sophie,,,La Roche Marie Sophie
"Last, Elise",Last,Elise,,,Last Elise
"Latt, Frau Annie",Latt,Annie,Frau,,Latt Annie
"Lau, Anna",Lau,Anna,,,Lau Anna
"Lauckner, Clara",Lauckner,Clara,,,Lauckner Clara
"Laudien, H",Laudien,H,,,Laudien H
"Laudien, Minna",Laudien,Minna,,,Laudien Minna
"Laudien, Minna u. M. Drews",Laudien,Minna u. M. Drews,,,Laudien Minna u. M. Drews
"Laudien, Therese",Laudien,Therese,,,Laudien Therese
"Lauenstein, Lotte",Lauenstein,Lotte,,,Lauenstein Lotte
"Laup, J. M",Laup,M J.,,,Laup M J.
"Lauser, Frau Lili",Lauser,Lili,Frau,,Lauser Lili
"Lauten, Therese",Lauten,Therese,,,Lauten Therese
"Lauter, Frau Emma",Lauter,Emma,Frau,,Lauter Emma
"Lauter, Emma",Lauter,Emma,,,Lauter Emma
"Lauw, Louise",Lauw,Louise,,,Lauw Louise
"Layer, Lehrerin Lydia",Layer,Lydia,Lehrerin,,Layer Lydia
"Lazarus, Nahida Ruth",Lazarus,Nahida Ruth,,,Lazarus Nahida Ruth
"Leander, Charlotte",Leander,Charlotte,,,Leander Charlotte
"Leander, Charlotte",Leander,Charlotte,,,Leander Charlotte
"Lechler, Frl. Cornelie",Lechler,Cornelie,Frl.,,Lechler Cornelie
"Lechler, Cornelie",Lechler,Cornelie,,,Lechler Cornelie
"Lechler, Cornelie",Lechler,Cornelie,,,Lechler Cornelie
"Lechler, Cornelie",Lechler,Cornelie,,,Lechler Cornelie
"Lechner, H",Lechner,H,,,Lechner H
"Lederer, Marie",Lederer,Marie,,,Lederer Marie
"Ledochowska, Frau Gräfin Marie Therese",Ledochowska,Marie Therese,Gräfin Frau,,Ledochowska Marie Therese
"Leesen, Frl. Postuma Wilh. von",Leesen,Wilh. Postuma,Frl.,von,Leesen Wilh. Postuma
"Leffler, Frl. Paula",Leffler,Paula,Frl.,,Leffler Paula
"Legorju, Julie",Legorju,Julie,,,Legorju Julie
"Le Grave, Agnes",Le Grave,Agnes,,,Le Grave Agnes
"Lehmann-Filhés, Frau Bertha",Lehmann-Filhés,Bertha,Frau,,Lehmann-Filhés Bertha
"Lehmann-Filhès, Frl. Margarete",Lehmann-Filhès,Margarete,Frl.,,Lehmann-Filhès Margarete
"Lehmann, Leopoldine",Lehmann,Leopoldine,,,Lehmann Leopoldine
"Lehmann, Frau Pauline",Lehmann,Pauline,Frau,,Lehmann Pauline
"Lehmann, Rosalie",Lehmann,Rosalie,,,Lehmann Rosalie
"Lehmann, Sophie",Lehmann,Sophie,,,Lehmann Sophie
"Lehndorff, Gräfin Paula",Lehndorff,Paula,Gräfin,,Lehndorff Paula
"Leiden, Wilhelmine",Leiden,Wilhelmine,,,Leiden Wilhelmine
"Leidesdorf, Henriette",Leidesdorf,Henriette,,,Leidesdorf Henriette
"Le Maître, Elisabeth",Le Maître,Elisabeth,,,Le Maître Elisabeth
"Leineweber, Marie",Leineweber,Marie,,,Leineweber Marie
"Leiningen-Westerburg, Gräfin Josephine zu",Leiningen-Westerburg,Josephine,Gräfin,zu,Leiningen-Westerburg Josephine
"Leistner, Frau Elise v",Leistner,Elise,Frau,v,Leistner Elise
"Leitenberger, Johanna",Leitenberger,Johanna,,,Leitenberger Johanna
"Leitner, Franziska",Leitner,Franziska,,,Leitner Franziska
"Lejeune, Else",Lejeune,Else,,,Lejeune Else
"Lemke, Frl. Elisabeth",Lemke,Elisabeth,Frl.,,Lemke Elisabeth
"Lenard, Adèle",Lenard,Adèle,,,Lenard Adèle
"Leneste, Louise",Leneste,Louise,,,Leneste Louise
"Lengauer, Frau Hedda",Lengauer,Hedda,Frau,,Lengauer Hedda
Lenger-Marlet,Lenger-Marlet,,,,Lenger-Marlet 
"Lengyel, T",Lengyel,T,,,Lengyel T
"Lenhard, Karl v",Lenhard,Karl,,v,Lenhard Karl
"Lenk, Frau Pastor Margarethe",Lenk,Margarethe Pastor,Frau,,Lenk Margarethe Pastor
"Lenneck, Ellen",Lenneck,Ellen,,,Lenneck Ellen
"Lenor, Anna",Lenor,Anna,,,Lenor Anna
"Lenschow, Frau Anna",Lenschow,Anna,Frau,,Lenschow Anna
"Lenze, E. K",Lenze,K E.,,,Lenze K E.
"Lenzen, Marie",Lenzen,Marie,,,Lenzen Marie
"Leo, Sophie Auguste",Leo,Auguste Sophie,,,Leo Auguste Sophie
"Leonhard, Camilla",Leonhard,Camilla,,,Leonhard Camilla
"Leonhardt-Lyser, Karoline",Leonhardt-Lyser,Karoline,,,Leonhardt-Lyser Karoline
"Leonhart, E",Leonhart,E,,,Leonhart E
"Leoni, F",Leoni,F,,,Leoni F
"Leonrod, Freifrau Olga von",Leonrod,Olga,Freifrau,von,Leonrod Olga
"Lepehne, Frl. Marga",Lepehne,Marga,Frl.,,Lepehne Marga
"Leporin, Frl. Valerie",Leporin,Valerie,Frl.,,Leporin Valerie
"Lermontoff, Julie v",Lermontoff,Julie,,v,Lermontoff Julie
"Leschivo, Alma",Leschivo,Alma,,,Leschivo Alma
"Leske, Maria",Leske,Maria,,,Leske Maria
"Lessac, Ida v",Lessac,Ida,,v,Lessac Ida
"Lesser, Friederike",Lesser,Friederike,,,Lesser Friederike
"Lesser, Frl. Sophie",Lesser,Sophie,Frl.,,Lesser Sophie
"Lesser-Kiessling, Anna",Lesser-Kiessling,Anna,,,Lesser-Kiessling Anna
"Lessing, Caroline",Lessing,Caroline,,,Lessing Caroline
"Leszczynski, Helene v",Leszczynski,Helene,,v,Leszczynski Helene
"Létang, Baronin Anna",Létang,Anna,Baronin,,Létang Anna
"Lette, Julie",Lette,Julie,,,Lette Julie
"Lette, Marie",Lette,Marie,,,Lette Marie
"Lettin, R",Lettin,R,,,Lettin R
"Lettkow, v",Lettkow,,,v,Lettkow 
"Leuchtenberg, Clara",Leuchtenberg,Clara,,,Leuchtenberg Clara
"Leutwein, Frau D",Leutwein,D,Frau,,Leutwein D
"Levêque-Bunsen, Emma",Levêque-Bunsen,Emma,,,Levêque-Bunsen Emma
"Levetzow, Hulda v",Levetzow,Hulda,,v,Levetzow Hulda
"Levi, Elise",Levi,Elise,,,Levi Elise
"Lévien, Ilse",Lévien,Ilse,,,Lévien Ilse
"Levin-Robert, Ant. Frid. Rahel",Levin-Robert,Rahel Ant. Frid.,,,Levin-Robert Rahel Ant. Frid.
"Lewald, Frau Emmi",Lewald,Emmi,Frau,,Lewald Emmi
"Lewald-Stahr, Fanny",Lewald-Stahr,Fanny,,,Lewald-Stahr Fanny
"Lewald-Stahr, Fanny",Lewald-Stahr,Fanny,,,Lewald-Stahr Fanny
"Lewald, Henriette",Lewald,Henriette,,,Lewald Henriette
"Lewin, Antonie",Lewin,Antonie,,,Lewin Antonie
"Lewitzka, Emilie von",Lewitzka,Emilie,,von,Lewitzka Emilie
"Lewohl, Karoline",Lewohl,Karoline,,,Lewohl Karoline
"Libicka, Emma",Libicka,Emma,,,Libicka Emma
"Lichtenau, Wilhelmine Gräfin von",Lichtenau,Wilhelmine,Gräfin,von,Lichtenau Wilhelmine
"Lichtenberg, Therese",Lichtenberg,Therese,,,Lichtenberg Therese
"Liebau, Ida und Minny Liebling",Liebau,Ida Liebling Minny und,,,Liebau Ida Liebling Minny und
"Liebel-Monninger, Frau Anna",Liebel-Monninger,Anna,Frau,,Liebel-Monninger Anna
"Liebenau, Frl. A. von",Liebenau,A.,Frl.,von,Liebenau A.
"Lieberam-Wedemeyer, Alwine",Lieberam-Wedemeyer,Alwine,,,Lieberam-Wedemeyer Alwine
"Liebeskind, Dorothea Margarethe",Liebeskind,Dorothea Margarethe,,,Liebeskind Dorothea Margarethe
"Liebhaber, Amalie Luise von",Liebhaber,Amalie Luise,,von,Liebhaber Amalie Luise
"Liebhold, Frau Anna",Liebhold,Anna,Frau,,Liebhold Anna
"Liebhold, Marie",Liebhold,Marie,,,Liebhold Marie
"Liepholdt, Sappho",Liepholdt,Sappho,,,Liepholdt Sappho
"Liebich, Frl. Jenny",Liebich,Jenny,Frl.,,Liebich Jenny
"Liebieg, Baronin Alice",Liebieg,Alice,Baronin,,Liebieg Alice
"Liebmann, Jenny",Liebmann,Jenny,,,Liebmann Jenny
"Liebold, Anna",Liebold,Anna,,,Liebold Anna
"Liebrecht, Maria",Liebrecht,Maria,,,Liebrecht Maria
"Liebrecht, Marie",Liebrecht,Marie,,,Liebrecht Marie
"Liebreich, Luise",Liebreich,Luise,,,Liebreich Luise
"Lieder, Therese",Lieder,Therese,,,Lieder Therese
"Liegel, Gust. Adolph",Liegel,Gust. Adolph,,,Liegel Gust. Adolph
"Lienhart, August",Lienhart,August,,,Lienhart August
"Lieres und Wilkau, Frl. Gabriele v",Lieres und Wilkau,Gabriele,Frl.,v,Lieres und Wilkau Gabriele
"Lilien, Anna Freiin von",Lilien,Anna,Freiin,von,Lilien Anna
"Lilien, Dorothea",Lilien,Dorothea,,,Lilien Dorothea
"Liliencron, Adda Freiin von",Liliencron,Adda,Freiin,von,Liliencron Adda
"Lilienfeld, Frau Marie v",Lilienfeld,Marie,Frau,v,Lilienfeld Marie
Lilienkranz,Lilienkranz,,,,Lilienkranz 
Lillys Stickmuster-Album,Lillys Stickmuster-Album,,,,Lillys Stickmuster-Album 
"Limburg, Frau Agnes von",Limburg,Agnes,Frau,von,Limburg Agnes
"Limpurg, Franzeska v",Limpurg,Franzeska,,v,Limpurg Franzeska
"Limpurg, Hella v",Limpurg,Hella,,v,Limpurg Hella
Lina,Lina,,,,Lina 
Lina,Lina,,,,Lina 
"Lina, Schwester",Lina,Schwester,,,Lina Schwester
"Linck, Emma",Linck,Emma,,,Linck Emma
"Lincke-Resch, Frau Helene",Lincke-Resch,Helene,Frau,,Lincke-Resch Helene
"Lincke-Resch, Helene",Lincke-Resch,Helene,,,Lincke-Resch Helene
"Linckersdorf, Franziska von",Linckersdorf,Franziska,,von,Linckersdorf Franziska
"Lindau, Adele",Lindau,Adele,,,Lindau Adele
"Lindau, Anna",Lindau,Anna,,,Lindau Anna
"Linde, Charlotte",Linde,Charlotte,,,Linde Charlotte
"Linde, Maria Clara",Linde,Clara Maria,,,Linde Clara Maria
"Lindemann, Frau Henriette Sophie",Lindemann,Henriette Sophie,Frau,,Lindemann Henriette Sophie
"Lindemann, Frau Lisbeth",Lindemann,Lisbeth,Frau,,Lindemann Lisbeth
"Lindeman, Frau Marie v",Lindeman,Marie,Frau,v,Lindeman Marie
"Linden, Ada",Linden,Ada,,,Linden Ada
"Linden, Auguste",Linden,Auguste,,,Linden Auguste
"Linden, E",Linden,E,,,Linden E
"Linden, Emilie",Linden,Emilie,,,Linden Emilie
"Linden, E. v",Linden,E.,,v,Linden E.
"Linden, H",Linden,H,,,Linden H
"Linden, J",Linden,J,,,Linden J
"Linden, Gräfin Maria v",Linden,Maria,Gräfin,v,Linden Maria
"Lindendorf, H",Lindendorf,H,,,Lindendorf H
"Lindenfels, Luise v",Lindenfels,Luise,,v,Lindenfels Luise
"Linder, Sophie",Linder,Sophie,,,Linder Sophie
"Linder, Toni",Linder,Toni,,,Linder Toni
"Lindner, Frl. Ella",Lindner,Ella,Frl.,,Lindner Ella
"Lindner, F",Lindner,F,,,Lindner F
"Lindner, Renate",Lindner,Renate,,,Lindner Renate
"Ling, Christ",Ling,Christ,,,Ling Christ
"Lingen, Ernst",Lingen,Ernst,,,Lingen Ernst
"Lingsten, Charlotte",Lingsten,Charlotte,,,Lingsten Charlotte
"Linhart, Elise",Linhart,Elise,,,Linhart Elise
"Link, Joh. Karol. Elisabetha",Link,Elisabetha Joh. Karol.,,,Link Elisabetha Joh. Karol.
"Linke, Frl. Johanna",Linke,Johanna,Frl.,,Linke Johanna
"Linn, Georgine",Linn,Georgine,,,Linn Georgine
"Linnekogel, Hanna",Linnekogel,Hanna,,,Linnekogel Hanna
"Linprun, Karoline von",Linprun,Karoline,,von,Linprun Karoline
"Linsingen, Karoline von",Linsingen,Karoline,,von,Linsingen Karoline
"Linstow, Antonie von",Linstow,Antonie,,von,Linstow Antonie
"Lintemer, Hermine",Lintemer,Hermine,,,Lintemer Hermine
"Linz-Godin, Frau Amélie",Linz-Godin,Amélie,Frau,,Linz-Godin Amélie
Lion-Clausius,Lion-Clausius,,,,Lion-Clausius 
"Lionheart-Zöller, Ch",Lionheart-Zöller,Ch,,,Lionheart-Zöller Ch
"Lippe-Detmold, Pauline Christine Wilhelmine, Fürstin von",Lippe-Detmold,Pauline Christine Wilhelmine,Fürstin,von,Lippe-Detmold Pauline Christine Wilhelmine
"Lipperheide, Frau Frieda",Lipperheide,Frieda,Frau,,Lipperheide Frieda
"Lippert v. Granberg, Frau Josephine",Lippert v. Granberg,Josephine,Frau,,Lippert v. Granberg Josephine
"Lippmann, Frau",Lippmann,,Frau,,Lippmann 
"Lipschitz, Gertrud",Lipschitz,Gertrud,,,Lipschitz Gertrud
"Lipsius, Frl. Maria",Lipsius,Maria,Frl.,,Lipsius Maria
"Lisa, v. der Mark",Lisa,der Mark,,v.,Lisa der Mark
"Lissberg, Ida von",Lissberg,Ida,,von,Lissberg Ida
"Liss-Blanc, E",Liss-Blanc,E,,,Liss-Blanc E
"List, Frau Christine",List,Christine,Frau,,List Christine
"List, H",List,H,,,List H
"Litahorsky, Jean",Litahorsky,Jean,,,Litahorsky Jean
"Litten, Frl. Rosa",Litten,Rosa,Frl.,,Litten Rosa
"Littmann, Frl. Helene",Littmann,Helene,Frl.,,Littmann Helene
"Littrow-Bischoff, Auguste",Littrow-Bischoff,Auguste,,,Littrow-Bischoff Auguste
"Litzmann, Frl. E",Litzmann,E,Frl.,,Litzmann E
"Litzmann, Karoline",Litzmann,Karoline,,,Litzmann Karoline
"Lobedan, Emma",Lobedan,Emma,,,Lobedan Emma
"Lobedan, Frl. Helene",Lobedan,Helene,Frl.,,Lobedan Helene
"Locella-Tinti, Baronin",Locella-Tinti,,Baronin,,Locella-Tinti 
"Lochmann, Frau Constanze",Lochmann,Constanze,Frau,,Lochmann Constanze
"Loeper-Housselle, Frau Marie",Loeper-Housselle,Marie,Frau,,Loeper-Housselle Marie
"Loesche, Sophie",Loesche,Sophie,,,Loesche Sophie
"Loetschert, Frl. Clara",Loetschert,Clara,Frl.,,Loetschert Clara
"Loewenherz, Frl. Johanna",Loewenherz,Johanna,Frl.,,Loewenherz Johanna
"Loewi-Herwi, Frau Babette",Loewi-Herwi,Babette,Frau,,Loewi-Herwi Babette
Löffler-Bechtel,Löffler-Bechtel,,,,Löffler-Bechtel 
"Löffler, Charlotte",Löffler,Charlotte,,,Löffler Charlotte
"Löffler, Friederike Luise",Löffler,Friederike Luise,,,Löffler Friederike Luise
"Löffler, Helene",Löffler,Helene,,,Löffler Helene
Löfflers Henriette,Löfflers Henriette,,,,Löfflers Henriette 
"Löffler, Melanie",Löffler,Melanie,,,Löffler Melanie
"Löffler, Pauline",Löffler,Pauline,,,Löffler Pauline
"Löfflerin, A",Löfflerin,A,,,Löfflerin A
"Loga, Frl. Margarete v",Loga,Margarete,Frl.,v,Loga Margarete
"Loh, Johanna",Loh,Johanna,,,Loh Johanna
"Lohde, Clarissa",Lohde,Clarissa,,,Lohde Clarissa
"Lohde, Clarissa",Lohde,Clarissa,,,Lohde Clarissa
"Lohengrin, Eva v",Lohengrin,Eva,,v,Lohengrin Eva
"Löher, A",Löher,A,,,Löher A
"Lohmann, Emilie Friederike Sophie",Lohmann,Emilie Friederike Sophie,,,Lohmann Emilie Friederike Sophie
"Lohmann, Johanna Friederike",Lohmann,Johanna Friederike,,,Lohmann Johanna Friederike
"Lohmeier, Frau Margarete",Lohmeier,Margarete,Frau,,Lohmeier Margarete
"Löhn, Anna",Löhn,Anna,,,Löhn Anna
"Löhner, J",Löhner,J,,,Löhner J
"Löhn-Siegel, Frau Maria Anna",Löhn-Siegel,Anna Maria,Frau,,Löhn-Siegel Anna Maria
"Löhr, Emmy",Löhr,Emmy,,,Löhr Emmy
"Löhring, Katharina",Löhring,Katharina,,,Löhring Katharina
"Loiseau, Madame Eugenie",Loiseau,Eugenie Madame,,,Loiseau Eugenie Madame
"Lommatzsch, Johanna",Lommatzsch,Johanna,,,Lommatzsch Johanna
"Long, Katharine",Long,Katharine,,,Long Katharine
"Longé, Elisabeth",Longé,Elisabeth,,,Longé Elisabeth
"Löngfeldt, E",Löngfeldt,E,,,Löngfeldt E
"Lönne, Charlotte Amalie",Lönne,Charlotte Amalie,,,Lönne Charlotte Amalie
Loras Frau,Loras Frau,,,,Loras Frau 
"Loray, Josepha",Loray,Josepha,,,Loray Josepha
"Lorchen, Tante",Lorchen,Tante,,,Lorchen Tante
"Lorenz, Aug. Wilhelmine",Lorenz,Wilhelmine Aug.,,,Lorenz Wilhelmine Aug.
"Lorenz, Aug. Wilhelmine",Lorenz,Wilhelmine Aug.,,,Lorenz Wilhelmine Aug.
"Lorenz, Ida Arminia",Lorenz,Arminia Ida,,,Lorenz Arminia Ida
